'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:01'	10
'2012-11-30 00:00:02'	10
'2012-11-30 00:00:04'	10
'2012-11-30 00:00:04'	10
'2012-11-30 00:00:04'	10
'2012-11-30 00:00:04'	10
'2012-11-30 00:00:04'	10
'2012-11-30 00:00:04'	10
'2012-11-30 00:00:04'	10
'2012-11-30 00:00:04'	10
'2012-11-30 00:00:04'	10
'2012-11-30 00:00:04'	10
'2012-11-30 00:00:04'	10
'2012-11-30 00:00:04'	10
'2012-11-30 00:00:10'	10
'2012-11-30 00:00:10'	10
'2012-11-30 00:00:10'	10
'2012-11-30 00:00:10'	10
'2012-11-30 00:00:10'	10
'2012-11-30 00:00:11'	10
'2012-11-30 00:00:11'	10
'2012-11-30 00:00:11'	10
'2012-11-30 00:00:11'	10
'2012-11-30 00:00:11'	10
'2012-11-30 00:00:11'	10
'2012-11-30 00:00:11'	10
'2012-11-30 00:00:11'	10
'2012-11-30 00:00:12'	10
'2012-11-30 00:00:12'	10
'2012-11-30 00:00:12'	10
'2012-11-30 00:00:12'	10
'2012-11-30 00:00:12'	10
'2012-11-30 00:00:12'	10
'2012-11-30 00:00:35'	10
'2012-11-30 00:00:35'	10
'2012-11-30 00:00:35'	10
'2012-11-30 00:00:36'	10
'2012-11-30 00:00:37'	10
'2012-11-30 00:00:37'	10
'2012-11-30 00:00:38'	10
'2012-11-30 00:00:38'	10
'2012-11-30 00:00:43'	10
'2012-11-30 00:01:06'	10
'2012-11-30 00:01:06'	10
'2012-11-30 00:01:06'	10
'2012-11-30 00:01:21'	10
'2012-11-30 00:01:21'	10
'2012-11-30 00:01:21'	10
'2012-11-30 00:01:21'	10
'2012-11-30 00:01:21'	10
'2012-11-30 00:01:23'	10
'2012-11-30 00:01:23'	10
'2012-11-30 00:01:27'	10
'2012-11-30 00:01:27'	10
'2012-11-30 00:01:27'	10
'2012-11-30 00:01:27'	10
'2012-11-30 00:01:27'	10
'2012-11-30 00:01:27'	10
'2012-11-30 00:01:28'	10
'2012-11-30 00:01:28'	10
'2012-11-30 00:01:28'	10
'2012-11-30 00:01:28'	10
'2012-11-30 00:01:28'	10
'2012-11-30 00:01:28'	10
'2012-11-30 00:01:28'	10
'2012-11-30 00:01:28'	10
'2012-11-30 00:01:28'	10
'2012-11-30 00:01:29'	10
'2012-11-30 00:01:29'	10
'2012-11-30 00:01:29'	10
'2012-11-30 00:01:29'	10
'2012-11-30 00:01:29'	10
'2012-11-30 00:01:29'	10
'2012-11-30 00:01:30'	10
'2012-11-30 00:01:30'	10
'2012-11-30 00:01:30'	10
'2012-11-30 00:01:30'	10
'2012-11-30 00:01:30'	10
'2012-11-30 00:01:30'	10
'2012-11-30 00:01:30'	10
'2012-11-30 00:01:30'	10
'2012-11-30 00:01:32'	10
'2012-11-30 00:01:50'	10
'2012-11-30 00:01:51'	10
'2012-11-30 00:01:51'	10
'2012-11-30 00:01:51'	10
'2012-11-30 00:01:56'	10
'2012-11-30 00:01:56'	10
'2012-11-30 00:01:56'	10
'2012-11-30 00:01:56'	10
'2012-11-30 00:01:56'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:06'	10
'2012-11-30 00:02:07'	10
'2012-11-30 00:02:07'	10
'2012-11-30 00:02:07'	10
'2012-11-30 00:02:07'	10
'2012-11-30 00:02:07'	10
'2012-11-30 00:02:07'	10
'2012-11-30 00:02:07'	10
'2012-11-30 00:02:07'	10
'2012-11-30 00:02:08'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:09'	10
'2012-11-30 00:02:14'	10
'2012-11-30 00:02:14'	10
'2012-11-30 00:02:14'	10
'2012-11-30 00:02:14'	10
'2012-11-30 00:02:14'	10
'2012-11-30 00:02:14'	10
'2012-11-30 00:02:14'	10
'2012-11-30 00:02:14'	10
'2012-11-30 00:02:22'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:28'	10
'2012-11-30 00:02:29'	10
'2012-11-30 00:02:29'	10
'2012-11-30 00:02:30'	10
'2012-11-30 00:02:30'	10
'2012-11-30 00:02:31'	10
'2012-11-30 00:02:31'	10
'2012-11-30 00:02:31'	10
'2012-11-30 00:02:31'	10
'2012-11-30 00:02:31'	10
'2012-11-30 00:02:31'	10
'2012-11-30 00:02:31'	10
'2012-11-30 00:02:31'	10
'2012-11-30 00:02:31'	10
'2012-11-30 00:02:31'	10
'2012-11-30 00:02:31'	10
'2012-11-30 00:02:39'	10
'2012-11-30 00:02:39'	10
'2012-11-30 00:02:39'	10
'2012-11-30 00:02:39'	10
'2012-11-30 00:02:56'	10
'2012-11-30 00:02:56'	10
'2012-11-30 00:02:56'	10
'2012-11-30 00:03:14'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:24'	10
'2012-11-30 00:03:30'	10
'2012-11-30 00:03:30'	10
'2012-11-30 00:03:30'	10
'2012-11-30 00:03:30'	10
'2012-11-30 00:03:48'	10
'2012-11-30 00:03:48'	10
'2012-11-30 00:03:48'	10
'2012-11-30 00:03:48'	10
'2012-11-30 00:04:41'	10
'2012-11-30 00:04:41'	10
'2012-11-30 00:04:41'	10
'2012-11-30 00:04:41'	10
'2012-11-30 00:04:45'	10
'2012-11-30 00:04:45'	10
'2012-11-30 00:04:45'	10
'2012-11-30 00:04:45'	10
'2012-11-30 00:04:55'	10
'2012-11-30 00:04:55'	10
'2012-11-30 00:04:55'	10
'2012-11-30 00:04:55'	10
'2012-11-30 00:04:57'	10
'2012-11-30 00:04:57'	10
'2012-11-30 00:04:57'	10
'2012-11-30 00:04:57'	10
'2012-11-30 00:04:57'	10
'2012-11-30 00:04:57'	10
'2012-11-30 00:04:57'	10
'2012-11-30 00:04:57'	10
'2012-11-30 00:04:57'	10
'2012-11-30 00:04:57'	10
'2012-11-30 00:04:57'	10
'2012-11-30 00:04:57'	10
'2012-11-30 00:04:58'	10
'2012-11-30 00:04:58'	10
'2012-11-30 00:05:02'	10
'2012-11-30 00:05:05'	10
'2012-11-30 00:05:05'	10
'2012-11-30 00:05:05'	10
'2012-11-30 00:05:05'	10
'2012-11-30 00:05:05'	10
'2012-11-30 00:05:05'	10
'2012-11-30 00:05:05'	10
'2012-11-30 00:05:05'	10
'2012-11-30 00:05:06'	10
'2012-11-30 00:05:06'	10
'2012-11-30 00:05:06'	10
'2012-11-30 00:05:06'	10
'2012-11-30 00:05:06'	10
'2012-11-30 00:05:06'	10
'2012-11-30 00:05:06'	10
'2012-11-30 00:05:11'	10
'2012-11-30 00:05:26'	10
'2012-11-30 00:05:26'	10
'2012-11-30 00:05:26'	10
'2012-11-30 00:05:26'	10
'2012-11-30 00:05:26'	10
'2012-11-30 00:05:26'	10
'2012-11-30 00:05:26'	10
'2012-11-30 00:05:26'	10
'2012-11-30 00:05:26'	10
'2012-11-30 00:05:26'	10
'2012-11-30 00:05:26'	10
'2012-11-30 00:05:27'	10
'2012-11-30 00:05:27'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:33'	10
'2012-11-30 00:05:34'	10
'2012-11-30 00:05:34'	10
'2012-11-30 00:05:34'	10
'2012-11-30 00:05:34'	10
'2012-11-30 00:05:34'	10
'2012-11-30 00:05:34'	10
'2012-11-30 00:05:34'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:35'	10
'2012-11-30 00:05:45'	10
'2012-11-30 00:05:46'	10
'2012-11-30 00:05:46'	10
'2012-11-30 00:05:46'	10
'2012-11-30 00:05:46'	10
'2012-11-30 00:05:46'	10
'2012-11-30 00:05:46'	10
'2012-11-30 00:05:46'	10
'2012-11-30 00:05:46'	10
'2012-11-30 00:05:46'	10
'2012-11-30 00:05:46'	10
