gc_used_mem_after	gc_total_avail	gc_defnew_end	gc_defnew_all	gc_paus_time	gc_start_occ	gc_end_occ	gc_main_paus_time	
139	1984
163	1984
157	1984
216	1984
346	1984
419	1984
432	1984
445	1984
448	1984
452	1984
456	1984
462	1984
467	1984
470	1984
473	1984
479	1984
481	1984
487	1984
494	1984
501	1984
503	1984
508	1984
521	1984
532	1984
535	1984
548	1984
600	1984
584	1984
610	1984
638	1984
649	1984
663	1984
696	1984
727	1984
739	1984
756	1984
803	1984
836	1984
847	1984
906	1984
967	1984
997	1984
1079	1984
1129	1984
1126	1984
1141	1984
1170	1984
1164	1984
1187	1984
1187	1984
1217	1984
1235	1984
1259	1984
1301	1984
1301	1984
1375	1984
1484	2840
1596	2840
1703	2840
1889	2840
2018	2840
2125	2840
2221	2840
2242	2968
2372	4316
2499	4316
2595	4316
2841	4316
2957	4316
3084	4316
3180	4316
3385	4316
3486	4316
3593	4316
3705	4316
3873	4444
4022	6992
4148	6992
4259	6992
4397	6992
4553	6992
4679	6992
4790	6992
4917	6992
5083	6992
5209	6992
5320	6992
5413	6992
5613	6992
5720	6992
5846	6992
5942	6992
6189	6992
6304	6992
6431	6992
6264	7120
6470	11276
6800	11276
7363	11276
7528	11276
7892	11276
8429	11276
8720	11276
8802	11276
9339	11276
9630	11276
9712	11276
10249	11276
7723	12764
8026	12764
8138	12764
8688	12764
8997	12764
9560	12764
9891	12764
10430	12764
10764	12764
11349	12764
11665	12764
11766	12764
1123	13388
1384	12764
1568	12764
1855	12764
2054	12764
2326	12764
2539	12764
2783	12764
3007	12764
3190	12764
3476	12764
3671	12764
3983	12764
4186	12764
4399	12764
4652	12764
4851	12764
5123	12764
5336	12764
5615	12764
5802	12764
5982	12764
6270	12764
6469	12764
6710	12764
7075	12764
7624	12764
7934	12764
8496	12764
8828	12764
9367	12764
9701	12764
10286	12764
10601	12764
10702	12764
11252	12764
11561	12764
6959	13260
7308	12764
7847	12764
8181	12764
8766	12764
9081	12764
9182	12764
9763	12764
10058	12764
10660	12764
10902	12764
11101	12764
11373	12764
11587	12764
2223	12892
2482	12764
2695	12764
2948	12764
3147	12764
3419	12764
3632	12764
3911	12764
4098	12764
4278	12764
4566	12764
4765	12764
5037	12764
5251	12764
5514	12764
5719	12764
5903	12764
6191	12764
6390	12764
6638	12764
7002	12764
7552	12764
7861	12764
8424	12764
8749	12764
9287	12764
9622	12764
10207	12764
10511	12764
10623	12764
11172	12764
11482	12764
6931	13260
7279	12764
7819	12764
8153	12764
8738	12764
9053	12764
9154	12764
9703	12764
10013	12764
10614	12764
10852	12764
11050	12764
11323	12764
11537	12764
11806	12764
2360	13020
2559	12764
2827	12764
3025	12764
3297	12764
3512	12764
3770	12764
3981	12764
4164	12764
4452	12764
4651	12764
4923	12764
5136	12764
5374	12764
5602	12764
5786	12764
6073	12764
6272	12764
6464	12764
6828	12764
7378	12764
7687	12764
8250	12764
8575	12764
9113	12764
9448	12764
10033	12764
10337	12764
10449	12764
10998	12764
11308	12764
6762	12892
7110	12764
7650	12764
7984	12764
8569	12764
8884	12764
8985	12764
9534	12764
9844	12764
10445	12764
10683	12764
10882	12764
11154	12764
11367	12764
11637	12764
11830	12764
2558	13020
2850	12764
3049	12764
3321	12764
3535	12764
3795	12764
4005	12764
4188	12764
4476	12764
4675	12764
4947	12764
5160	12764
5398	12764
5626	12764
5810	12764
6098	12764
6296	12764
6488	12764
6852	12764
7402	12764
7711	12764
8274	12764
8599	12764
9137	12764
9472	12764
10057	12764
10361	12764
10473	12764
11022	12764
11332	12764
6786	12892
7134	12764
7674	12764
8008	12764
8593	12764
8908	12764
9009	12764
9558	12764
9868	12764
10469	12764
10707	12764
10906	12764
11178	12764
11392	12764
11661	12764
11854	12764
2558	13020
2850	12764
3049	12764
3322	12764
3536	12764
3794	12764
4004	12764
4188	12764
4475	12764
4675	12764
4947	12764
5161	12764
5398	12764
5626	12764
5809	12764
6097	12764
6295	12764
6488	12764
6852	12764
7402	12764
7711	12764
8274	12764
8605	12764
9144	12764
9478	12764
10063	12764
10378	12764
10479	12764
11060	12764
11355	12764
6808	13260
7162	12764
7729	12764
8057	12764
8595	12764
8931	12764
9516	12764
9820	12764
9932	12764
10565	12764
10770	12764
10953	12764
11241	12764
11440	12764
11712	12764
2411	12892
2655	12764
2878	12764
3062	12764
3348	12764
3542	12764
3855	12764
4058	12764
4270	12764
4524	12764
4722	12764
4995	12764
5208	12764
5486	12764
5674	12764
5854	12764
6141	12764
6340	12764
6582	12764
6946	12764
7496	12764
7805	12764
8368	12764
8693	12764
9231	12764
9566	12764
10151	12764
10455	12764
10566	12764
11116	12764
11426	12764
6875	13260
7217	12764
7755	12764
8090	12764
8675	12764
8979	12764
9091	12764
9640	12764
9950	12764
10551	12764
10789	12764
10987	12764
11260	12764
11473	12764
11743	12764
2360	12892
2558	12764
2826	12764
3025	12764
3297	12764
3511	12764
3770	12764
3981	12764
4164	12764
4452	12764
4650	12764
4922	12764
5136	12764
5374	12764
5602	12764
5786	12764
6073	12764
6272	12764
6464	12764
6828	12764
7378	12764
7688	12764
8250	12764
8575	12764
9113	12764
9448	12764
10033	12764
10337	12764
10449	12764
10998	12764
11308	12764
6762	12892
7110	12764
7650	12764
7984	12764
8569	12764
8884	12764
8985	12764
9534	12764
9844	12764
10445	12764
10683	12764
10882	12764
11154	12764
11367	12764
11637	12764
11830	12764
2558	13020
2850	12764
3049	12764
3322	12764
3536	12764
3794	12764
4005	12764
4188	12764
4476	12764
4675	12764
4947	12764
5161	12764
5398	12764
5626	12764
5810	12764
6097	12764
6296	12764
6488	12764
6852	12764
7402	12764
7712	12764
8274	12764
8599	12764
9137	12764
9472	12764
10057	12764
10361	12764
10473	12764
11022	12764
11332	12764
6786	12892
7134	12764
7674	12764
8008	12764
8593	12764
8908	12764
9009	12764
9558	12764
9868	12764
10469	12764
10707	12764
10906	12764
11178	12764
11391	12764
11661	12764
11854	12764
2559	13020
2851	12764
3049	12764
3321	12764
3535	12764
3795	12764
4005	12764
4188	12764
4476	12764
4674	12764
4946	12764
5160	12764
5398	12764
5626	12764
5810	12764
6097	12764
6295	12764
6488	12764
6853	12764
7402	12764
7712	12764
8274	12764
8600	12764
9135	12764
9471	12764
10056	12764
10360	12764
10472	12764
11022	12764
11331	12764
6786	12892
7134	12764
7674	12764
8008	12764
8593	12764
8908	12764
9009	12764
9558	12764
9868	12764
10469	12764
10707	12764
10906	12764
11178	12764
11391	12764
11661	12764
11854	12764
2549	13020
2841	12764
3040	12764
3312	12764
3526	12764
3785	12764
3995	12764
4179	12764
4466	12764
4665	12764
4937	12764
5151	12764
5389	12764
5617	12764
5801	12764
6088	12764
6287	12764
6479	12764
6843	12764
7393	12764
7702	12764
8265	12764
8590	12764
9126	12764
9462	12764
10047	12764
10351	12764
10463	12764
11013	12764
11322	12764
6777	12892
7125	12764
7665	12764
7999	12764
8584	12764
8899	12764
9000	12764
9549	12764
9859	12764
10460	12764
10698	12764
10896	12764
11169	12764
11382	12764
11652	12764
11845	12764
2549	13020
2842	12764
3040	12764
3313	12764
3527	12764
3785	12764
3995	12764
4179	12764
4467	12764
4665	12764
4938	12764
5151	12764
5389	12764
5617	12764
5800	12764
6088	12764
6286	12764
6479	12764
6843	12764
7393	12764
7702	12764
8265	12764
